	Year	Artist	Track	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Song Popularity	Duration_ms	Time Signature
2881	2017	Lil Skies	Life of a Dark Rose	0.708	0.84	7	-4.825	1	0.181	0.138	0.0	0.227	0.895	151.715	72	193108	4
2882	2014	Hozier	Hozier (Bonus Tracks Version)	0.399	0.673	0	-5.506	1	0.0509	0.584	2.44e-05	0.118	0.285	142.255	64	283467	5
2883	2014	Frankie Ballard	Sunshine & Whiskey	0.564	0.76	6	-5.667	1	0.0277	0.0676	0.0	0.144	0.528	134.015	63	231693	4
2884	2013	Earl Sweatshirt	Doris	0.51	0.503	10	-8.756	0	0.242	0.0216	0.002	0.108	0.193	153.582	66	243773	4
2885	2016	Galantis	No Money	0.671	0.916	6	-4.014	0	0.0397	0.0282	0.00762	0.24	0.803	126.01	74	189127	4
2886	2017	Lil Peep	Come Over When You're Sober, Pt. 1	0.368	0.796	1	-4.923	0	0.0823	0.0157	0.0	0.0694	0.181	170.033	78	214427	4
2887	2017	Selena Gomez	Wolves	0.72	0.807	11	-4.59	0	0.0432	0.129	0.0	0.183	0.305	124.946	85	197993	4
2888	2017	NAV	Perfect Timing	0.826	0.422	3	-8.217	0	0.11	0.482	0.0	0.108	0.218	119.994	71	228107	4
2889	2017	The Chainsmokers	Memories...Do Not Open	0.653	0.658	2	-6.428	1	0.0304	0.0215	1.66e-06	0.0939	0.219	99.99	72	221507	4
2890	2017	Tay-K	#SantanaWorld (+)	0.766	0.606	9	-6.064	1	0.456	0.00266	0.0	0.166	0.352	160.223	76	140000	4
2891	2016	P!nk	"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"	0.632	0.701	7	-5.921	1	0.146	0.0114	0.0	0.108	0.497	162.958	71	215414	4
2892	2014	Wiz Khalifa	Blacc Hollywood (Deluxe)	0.717	0.862	8	-4.736	1	0.054	0.00689	0.0	0.321	0.52	130.021	67	224933	4
2893	2013	Grouplove	Spreading Rumours	0.577	0.827	7	-7.54	1	0.0365	0.00338	0.000647	0.26	0.179	101.031	64	215520	4
2894	2016	Flume	Skin	0.598	0.532	3	-6.833	0	0.0295	0.0668	3.22e-06	0.0617	0.261	74.963	65	262521	4
2895	2016	gnash	us	0.492	0.275	6	-13.4	0	0.3	0.687	0.0	0.101	0.18	92.6	82	251034	4
2896	2017	Alan Walker	All Falls Down (feat. Juliander)	0.658	0.678	1	-4.407	1	0.058	0.303	0.0	0.361	0.662	97.976	81	199111	4
2897	2014	Banda Sinaloense MS de Sergio Lizárraga	No Me Pidas Perdón	0.715	0.522	8	-3.936	1	0.0291	0.619	2.3e-06	0.273	0.573	125.008	68	223453	4
2898	2017	Lee Brice	Lee Brice	0.655	0.56	9	-6.857	1	0.0486	0.749	0.0	0.115	0.599	140.975	75	198440	4
2899	2015	Eric Church	Mr. Misunderstood	0.638	0.441	2	-9.064	1	0.0347	0.0422	1.33e-05	0.107	0.473	76.078	65	214627	4
2900	2016	Haley Reinhart	Better	0.41	0.0485	0	-13.918	1	0.038	0.947	0.0	0.108	0.247	137.97	75	173175	4
2901	2016	MØ	Final Song	0.695	0.672	1	-6.109	0	0.0345	0.014	8.44e-05	0.0756	0.245	104.988	72	235827	4
2902	2017	Bebe Rexha	The Way I Are (Dance With Somebody) [feat. Lil Wayne]	0.466	0.659	2	-6.077	1	0.115	0.00282	0.0	0.273	0.36	186.169	68	187787	4
2903	2015	Five Finger Death Punch	Got Your Six (Deluxe)	0.485	0.987	4	-3.1	1	0.0738	2.08e-05	0.0	0.267	0.272	123.576	63	224906	4
2904	2016	Drake	Views	0.589	0.673	7	-7.082	1	0.167	0.0319	5.68e-06	0.108	0.209	193.783	67	240653	4
2905	2016	Alan Walker	Alone	0.676	0.929	10	-3.194	1	0.0458	0.186	0.000405	0.121	0.157	97.019	78	161200	4
2906	2017	Julia Michaels	Nervous System	0.648	0.616	6	-7.82	1	0.0606	0.105	0.0	0.161	0.275	105.985	65	202347	4
2907	2015	Louis The Child	It's Strange (feat. K.Flay)	0.837	0.492	0	-7.792	1	0.354	0.371	0.0401	0.102	0.417	85.951	66	245581	4
2908	2013	Jeremih	All The Time	0.679	0.44	5	-9.313	1	0.351	0.53	5.15e-06	0.228	0.0336	109.959	69	264200	4
2909	2017	Ed Sheeran	Shape of You	0.825	0.652	1	-3.183	0	0.0802	0.581	0.0	0.0931	0.931	95.977	79	233713	4
2910	2017	DJ Snake	A Different Way (with Lauv)	0.784	0.757	8	-3.912	1	0.0384	0.495	1.18e-06	0.142	0.587	104.996	74	198286	4
2911	2017	Trippie Redd	A Love Letter To You	0.845	0.304	10	-16.441	1	0.195	0.371	0.0	0.112	0.413	90.01	71	282667	4
2912	2016	Jinsang	Life	0.698	0.193	1	-15.01	1	0.0902	0.914	0.937	0.0882	0.607	84.03	67	117495	4
2913	2015	The Revivalists	Men Amongst Mountains	0.651	0.716	0	-6.516	0	0.0258	0.13	0.0616	0.125	0.722	101.05	70	274093	4
2914	2015	The Weeknd	Beauty Behind The Madness	0.505	0.68	7	-4.99	1	0.0713	0.0796	0.0	0.0465	0.539	168.021	71	235653	3
2915	2016	BLACKPINK	SQUARE ONE	0.658	0.836	5	-3.282	0	0.0549	0.00264	1.02e-06	0.507	0.387	124.969	75	240849	4
2916	2015	Los Plebes del Rancho de Ariel Camacho	DEL Negociante	0.695	0.719	7	-3.277	0	0.0287	0.16	0.0	0.0998	0.756	104.847	69	208373	3
2917	2014	J. Cole	2014 Forest Hills Drive	0.502	0.623	8	-8.812	1	0.441	0.609	0.0	0.119	0.399	75.555	70	211680	1
2918	2015	Various Artists	Hamilton (Original Broadway Cast Recording)	0.72	0.415	0	-10.394	0	0.396	0.475	0.0	0.0995	0.575	159.654	64	159103	4
2919	2013	Lana Del Rey	Young And Beautiful	0.307	0.425	11	-8.924	0	0.0372	0.271	3.09e-05	0.11	0.136	108.693	75	236053	4
2920	2017	XXXTENTACION	17	0.797	0.533	0	-9.74	0	0.0412	0.0172	0.000152	0.103	0.329	131.036	88	146520	4
2921	2017	Yandel	#Update	0.808	0.69	1	-4.151	1	0.148	0.0583	0.0	0.103	0.64	125.086	71	223147	4
2922	2017	Lil Skies	Life of a Dark Rose	0.69	0.881	5	-4.297	0	0.284	0.128	0.0	0.0927	0.503	169.973	75	169412	4
2923	2014	The Walters	Songs for Dads	0.578	0.669	10	-4.898	1	0.0377	0.65	0.0	0.13	0.503	75.995	69	160254	4
2924	2015	Shawn Mendes	Handwritten	0.695	0.761	9	-4.582	0	0.0864	0.104	0.0	0.147	0.745	113.965	64	223853	4
2925	2016	Russ	Losin Control	0.759	0.245	6	-6.545	1	0.138	0.515	0.000154	0.102	0.209	96.992	67	237507	4
2926	2016	Drake	Views	0.635	0.319	0	-8.727	1	0.118	0.618	1.69e-06	0.117	0.327	118.844	67	333947	4
2927	2017	Thunderstorm Sound Bank	Thunder & Rain Relaxation	0.145	0.275	1	-20.182	1	0.0636	0.000325	0.985	0.418	0.0326	105.263	70	191781	5
2928	2015	Roy Woods	Exis	0.709	0.362	11	-9.814	1	0.055	0.157	0.0	0.109	0.113	122.043	71	251860	4
2929	2017	Kehlani	Honey	0.606	0.24	3	-7.102	1	0.0369	0.772	0.0	0.0819	0.526	96.792	74	199210	4
2930	2016	NF	Therapy Session	0.608	0.557	8	-7.33	0	0.0397	0.211	0.0	0.148	0.337	129.945	67	241160	4
2931	2014	Coldplay	Ghost Stories	0.551	0.636	6	-7.125	1	0.0281	0.00713	0.00203	0.217	0.153	124.996	76	268467	4
2932	2013	Frank Sinatra	Christmas	0.648	0.158	9	-11.139	1	0.0367	0.789	0.0	0.0725	0.333	110.664	65	137547	4
2933	2017	Blackbear	digital druglord	0.663	0.648	11	-5.669	0	0.0495	0.0465	0.0	0.37	0.467	97.853	72	212927	4
2934	2015	Harrison Storm	Sense of Home	0.565	0.207	3	-10.926	1	0.032	0.892	1.8e-06	0.102	0.0904	140.068	70	265840	4
2935	2015	George Ezra	Wanted on Voyage	0.717	0.455	5	-8.303	1	0.0276	0.0846	0.0	0.11	0.389	127.81	68	200733	4
2936	2017	Khalid	American Teen	0.778	0.574	2	-7.775	0	0.0327	0.368	0.0	0.126	0.663	112.048	68	276227	4
2937	2014	Beyoncé	BEYONCÉ [Platinum Edition]	0.589	0.621	5	-6.902	0	0.0468	0.00969	0.00104	0.181	0.401	140.03	73	323480	4
2938	2016	Niykee Heaton	The Bedroom Tour Playlist	0.743	0.72	11	-5.175	0	0.0865	0.248	0.0	0.096	0.431	123.994	71	245723	4
2939	2017	Lil Uzi Vert	The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix]	0.749	0.671	6	-5.151	1	0.0599	0.68	0.0	0.167	0.756	81.994	66	268864	4
2940	2013	Villagers	Spotify Sessions	0.579	0.415	7	-11.599	1	0.0397	0.929	0.0018	0.671	0.42	102.713	70	219093	4
2941	2017	Nicky Jam	Fénix	0.685	0.731	5	-5.119	0	0.093	0.204	0.0	0.0722	0.786	177.912	73	221027	4
2942	2017	Harry Styles	Sign of the Times	0.518	0.575	5	-4.616	1	0.0302	0.0259	0.0	0.109	0.209	120.019	72	340707	4
2943	2017	Joey Bada$$	ALL-AMERIKKKAN BADA$$	0.775	0.707	10	-5.339	0	0.152	0.397	0.0	0.874	0.78	104.979	69	244198	4
2944	2015	Cartoon	On & On	0.458	0.696	11	-4.742	1	0.0402	0.285	0.0	0.123	0.418	174.141	72	207069	4
2945	2017	Drake	More Life	0.768	0.282	8	-10.348	0	0.0863	0.11	0.0208	0.113	0.175	97.043	74	219692	4
2946	2016	Brett Eldredge	Glow	0.583	0.572	1	-4.776	1	0.0366	0.738	0.0	0.266	0.684	113.998	70	173560	4
2947	2017	Luke Combs	This One's for You	0.464	0.813	10	-6.185	1	0.0416	0.0153	0.0	0.254	0.516	75.975	77	222533	4
2948	2017	Bela Nemeth	Talisman Stallion	0.456	0.024	5	-22.89	1	0.0467	0.995	0.956	0.112	0.22	135.274	72	120549	4
2949	2017	Masego	Tadow	0.719	0.487	9	-6.21	0	0.0604	0.711	8.36e-05	0.0958	0.345	121.729	73	301639	4
2950	2015	Twenty One Pilots	Blurryface	0.616	0.811	7	-4.804	1	0.0626	0.0573	1.57e-05	0.0566	0.913	159.929	71	253093	4
2951	2013	Fall Out Boy	Save Rock And Roll	0.552	0.915	4	-3.713	1	0.0559	0.0013	3.74e-05	0.206	0.606	90.013	62	203413	4
2952	2013	The 1975	The 1975	0.591	0.94	11	-4.341	1	0.0522	0.00391	0.0	0.383	0.676	100.043	64	224640	4
2953	2017	Khalid	American Teen	0.472	0.265	6	-10.059	0	0.0356	0.959	0.000499	0.1	0.204	111.558	71	170680	4
2954	2016	Karin Borg	Norrsken	0.278	0.0434	0	-22.396	0	0.0383	0.98	0.919	0.121	0.0397	133.853	70	95317	4
2955	2016	Sia	This Is Acting (Deluxe Version)	0.628	0.698	6	-5.608	0	0.105	0.0472	0.00143	0.0907	0.732	89.976	74	211667	4
2956	2015	Calvin Harris	How Deep Is Your Love	0.738	0.868	11	-4.373	0	0.0731	0.0389	0.00171	0.388	0.336	122.003	76	212640	4
2957	2017	Verzache	D97	0.524	0.274	6	-13.931	1	0.295	0.502	0.257	0.0924	0.342	167.998	66	230000	4
2958	2016	Two Feet	First Steps	0.765	0.327	6	-8.029	1	0.277	0.571	0.0479	0.0787	0.292	74.931	79	129600	4
2959	2016	Bruno Mars	24K Magic	0.578	0.574	2	-6.209	1	0.0454	0.196	0.0	0.083	0.301	174.152	77	261240	4
2960	2016	Twenty One Pilots	Cancer	0.652	0.295	2	-11.045	1	0.0477	0.281	1.03e-05	0.0809	0.196	75.065	68	236827	4
2961	2016	Kevin Abstract	American Boyfriend: A Suburban Love Story	0.59	0.498	9	-6.845	1	0.0827	0.162	0.0	0.0947	0.504	80.022	66	194337	4
2962	2014	Ariana Grande	My Everything (Deluxe)	0.439	0.322	9	-5.959	1	0.028	0.692	0.0	0.103	0.16	77.963	69	232587	4
2963	2014	Andy Mineo	Never Land	0.771	0.826	3	-4.617	0	0.159	0.0459	0.0	0.264	0.451	145.985	67	239962	4
2964	2017	Midland	On The Rocks	0.672	0.721	7	-5.557	1	0.0246	0.3	1.98e-06	0.279	0.812	99.978	66	188613	4
2965	2017	Greta Van Fleet	From The Fires	0.579	0.957	4	-2.94	1	0.0521	0.0107	0.158	0.263	0.515	123.993	71	180640	4
2966	2014	Jaymes Young	Habits Of My Heart EP	0.392	0.498	9	-7.63	0	0.117	0.665	0.000118	0.34	0.59	72.048	68	210639	4
2967	2016	Various Artists	Moana (Original Motion Picture Soundtrack/Deluxe Edition)	0.782	0.751	5	-7.023	1	0.28	0.278	0.0	0.0367	0.688	135.277	74	163893	4
2968	2015	Zedd	True Colors	0.628	0.833	11	-4.126	0	0.0282	0.0079	1.48e-05	0.074	0.56	128.003	69	218293	4
2969	2016	T3R Elemento	Rafa Caro	0.637	0.719	9	-2.386	1	0.026	0.249	0.0	0.0937	0.606	101.521	69	253748	4
2970	2017	Sam Smith	The Thrill Of It All (Special Edition)	0.517	0.648	5	-7.692	0	0.0894	0.00556	6e-05	0.167	0.541	169.745	64	207966	4
2971	2016	Kevin Gates	Islah (Deluxe)	0.823	0.617	7	-8.21	1	0.248	0.0465	0.0	0.11	0.304	110.007	65	208440	4
2972	2016	Lil Uzi Vert	Lil Uzi Vert Vs. The World	0.522	0.428	11	-11.332	0	0.143	0.235	2.35e-06	0.278	0.399	129.829	70	221538	4
2973	2017	NF	Perception	0.796	0.722	10	-5.978	0	0.255	0.413	0.0	0.0888	0.212	112.045	65	239480	4
2974	2016	Cole Swindell	You Should Be Here	0.531	0.746	11	-4.228	1	0.0329	0.0972	0.0	0.102	0.304	139.788	68	226307	4
2975	2014	J. Cole	2014 Forest Hills Drive	0.516	0.738	11	-7.21	1	0.415	0.279	0.0	0.621	0.595	175.432	67	288200	4
2976	2016	Gucci Mane	The Return of East Atlanta Santa	0.85	0.405	7	-7.509	0	0.225	0.119	0.000118	0.0707	0.344	139.976	75	190312	4
2977	2017	A$AP Mob	RAF	0.848	0.663	8	-5.606	0	0.245	0.523	0.0	0.108	0.333	133.993	67	255413	4
2978	2014	Hozier	Hozier (Bonus Tracks Version)	0.531	0.363	10	-7.672	1	0.0608	0.749	0.0	0.112	0.259	121.412	68	229720	4
2979	2015	Bryson Tiller	T R A P S O U L	0.765	0.356	11	-5.556	0	0.196	0.222	0.0	0.0963	0.19	97.001	78	198293	4
2980	2017	Romeo Santos	Golden	0.635	0.713	11	-6.909	1	0.0937	0.228	0.0	0.0506	0.749	179.864	76	204701	4
2981	2017	Playboi Carti	Playboi Carti	0.791	0.581	11	-7.323	0	0.286	0.0113	0.0	0.35	0.438	162.99	77	181812	4
2982	2016	August Wilhelmsson	Departure	0.156	0.138	0	-19.958	1	0.0362	0.984	0.953	0.0983	0.0386	68.062	68	151512	3
2983	2017	Huncho Jack	Huncho Jack, Jack Huncho	0.663	0.842	1	-4.152	1	0.101	0.00277	0.000974	0.123	0.346	159.132	67	172017	4
2984	2017	Shawn Mendes	Illuminate	0.444	0.819	10	-4.078	0	0.341	0.106	0.0	0.107	0.747	82.695	83	187973	4
2985	2015	Jeremih	Late Nights: The Album	0.715	0.703	5	-3.825	1	0.0503	0.192	0.0	0.113	0.596	119.749	74	238320	4
2986	2016	MadeinTYO	I Want (feat. 2 Chainz)	0.86	0.625	2	-6.922	1	0.105	0.179	0.000136	0.3	0.221	120.994	64	233293	4
2987	2017	Lil Uzi Vert	Luv Is Rage 2	0.747	0.606	4	-5.286	1	0.172	0.222	0.0	0.281	0.2	155.055	74	173419	4
2988	2017	Nick Jonas	Find You	0.64	0.728	6	-4.07	0	0.034	0.00111	0.0	0.084	0.282	125.966	73	197893	4
2989	2017	Judah & the Lion	Folk Hop N' Roll (Deluxe)	0.448	0.596	10	-8.485	1	0.0471	0.246	1.66e-05	0.102	0.122	164.233	66	222256	4
2990	2016	Rich Brian	Dat $tick	0.923	0.508	1	-8.668	1	0.0468	0.104	1.21e-05	0.126	0.168	108.039	71	126667	4
2991	2015	Justin Bieber	Purpose (Deluxe)	0.607	0.376	4	-9.954	1	0.453	0.856	0.0	0.285	0.545	102.541	82	233720	4
2992	2017	Fitz and The Tantrums	Fitz and The Tantrums (Deluxe)	0.636	0.836	8	-3.004	1	0.0427	0.00609	0.000157	0.0828	0.715	139.956	67	193253	4
2993	2016	The Deli	Vibes 2	0.691	0.186	10	-13.672	0	0.0487	0.686	0.934	0.0762	0.548	86.383	68	136914	4
2994	2017	Mike WiLL Made-It	Ransom 2	0.934	0.359	1	-5.133	1	0.23	0.173	8.11e-06	0.152	0.0886	140.004	65	274847	4
2995	2014	J. Cole	2014 Forest Hills Drive	0.518	0.809	1	-6.362	1	0.566	0.389	0.0	0.275	0.261	146.216	64	264213	4
2996	2016	Post Malone	Stoney (Deluxe)	0.743	0.662	5	-6.108	0	0.179	0.565	0.0	0.128	0.552	89.975	73	194333	4
2997	2014	Rannar Sillard	When You Were Here	0.424	0.0573	2	-18.737	1	0.0335	0.968	0.88	0.115	0.222	99.063	65	111302	3
2998	2017	Selena Gomez	Wolves	0.72	0.807	11	-4.59	0	0.0432	0.129	0.0	0.183	0.305	124.946	85	197993	4
2999	2016	Astrid S	Astrid S	0.675	0.609	7	-5.027	0	0.0586	0.084	0.0	0.0957	0.378	120.039	70	208729	4
3000	2017	Lil Peep	White Wine	0.675	0.574	6	-8.066	1	0.0559	0.0121	1.11e-05	0.108	0.482	135.037	71	155693	4
3001	2014	Romeo Santos	Fórmula, Vol. 2 (Deluxe Edition)	0.843	0.729	6	-3.634	0	0.0374	0.401	1.2e-06	0.206	0.903	123.046	73	250640	4
3002	2017	Mike Sherm	Asshole	0.783	0.598	10	-10.59	1	0.292	0.328	0.0	0.118	0.452	97.011	64	160713	4
3003	2017	Conan Gray	Idle Town	0.625	0.239	7	-14.651	1	0.0309	0.846	6.88e-06	0.13	0.246	77.01	67	236199	4
3004	2015	Chris Stapleton	Traveller	0.592	0.0562	2	-14.344	1	0.0599	0.919	6.22e-06	0.111	0.266	127.005	64	236333	4
3005	2013	Various Artists	Frozen (Original Motion Picture Soundtrack / Deluxe Edition)	0.541	0.485	8	-6.85	1	0.031	0.558	0.0	0.12	0.369	136.956	70	223840	4
3006	2017	21 Savage	Without Warning	0.862	0.274	0	-5.818	0	0.484	0.0974	0.185	0.183	0.146	77.493	68	148640	4
3007	2016	Anuel Aa	Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]	0.639	0.869	11	-4.024	1	0.147	0.27	0.0	0.0802	0.767	169.801	76	307910	4
3008	2015	Various Artists	Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack)	0.52	0.623	3	-6.35	1	0.0711	0.327	0.0	0.127	0.278	148.228	71	178320	4
3009	2014	Childish Gambino	Kauai	0.699	0.601	0	-6.48	1	0.0304	0.0972	1.17e-05	0.562	0.434	98.04	74	252013	4
3010	2017	Cashmere Cat	9	0.44	0.413	0	-7.365	0	0.0407	0.105	3.4e-05	0.0997	0.141	86.911	71	258188	3
3011	2017	Luke Combs	This One's for You	0.544	0.781	6	-6.16	0	0.0311	0.00585	0.0	0.191	0.527	144.075	76	221800	4
3012	2013	Kodaline	In A Perfect World	0.209	0.412	0	-9.733	1	0.0443	0.172	0.15	0.0843	0.162	86.26	70	305747	3
3013	2017	Joey Bada$$	ALL-AMERIKKKAN BADA$$	0.775	0.707	10	-5.339	0	0.152	0.397	0.0	0.874	0.78	104.979	69	244198	4
3014	2015	Thomas Rhett	Tangled Up	0.647	0.857	2	-5.381	1	0.0397	0.0318	0.0	0.0212	0.771	95.996	68	227693	4
3015	2017	El Fantasma	Vengo a Aclarar (En Vivo)	0.818	0.412	10	-6.007	1	0.109	0.617	0.0	0.254	0.866	115.348	70	156592	3
3016	2014	Chase Bryant	Chase Bryant	0.612	0.865	1	-4.277	1	0.0424	0.0639	0.0	0.0801	0.643	121.972	63	186240	4
3017	2017	SZA	Ctrl	0.692	0.713	10	-4.489	0	0.351	0.343	0.0	0.102	0.615	137.36	68	266080	4
3018	2015	Ella Eyre	Ella Eyre	0.572	0.231	0	-6.316	0	0.0334	0.953	3.88e-06	0.111	0.332	96.729	64	230711	3
3019	2017	Various Artists	Rain Sounds	0.228	0.00169	1	-15.878	1	0.478	0.0753	0.926	0.287	0.0227	113.348	67	178311	4
3020	2014	Milky Chance	Sadnecessary	0.887	0.584	11	-8.798	1	0.0381	0.41	0.000314	0.101	0.677	114.016	71	313684	4
3021	2015	Andra Day	Cheers To The Fall	0.398	0.316	1	-7.031	1	0.0368	0.805	0.0	0.295	0.174	118.582	74	253342	4
3022	2015	Snakehips	All My Friends (feat. Tinashe & Chance the Rapper)	0.689	0.521	0	-5.845	1	0.132	0.119	8.41e-05	0.108	0.178	95.055	73	229747	4
3023	2016	Bruno Mars	24K Magic	0.571	0.539	5	-4.446	0	0.116	0.0208	0.0	0.125	0.727	202.103	72	186973	4
3024	2017	Smokepurpp	Deadstar	0.794	0.366	7	-10.051	1	0.135	0.0214	0.0	0.0964	0.278	122.993	74	159522	4
3025	2015	Billy Currington	Summer Forever	0.573	0.824	1	-4.443	1	0.0373	0.0484	0.0	0.335	0.668	90.966	64	188999	4
3026	2017	Trinidad Cardona	Jennifer	0.757	0.769	5	-6.291	0	0.0992	0.518	0.0	0.334	0.774	124.129	66	213540	4
3027	2017	Trippie Redd	A Love Letter To You	0.665	0.588	5	-7.953	0	0.137	0.0653	0.0	0.0868	0.157	80.928	65	155368	4
3028	2015	Rae Sremmurd	SremmLife	0.687	0.563	2	-6.214	1	0.163	0.184	0.0	0.0681	0.112	185.056	73	212947	4
3029	2013	Miley Cyrus	Bangerz (Deluxe Version)	0.53	0.422	5	-6.262	1	0.0342	0.407	0.0	0.107	0.349	119.964	72	221360	4
3030	2016	Blake Shelton	If I'm Honest	0.552	0.893	0	-4.593	1	0.0383	0.0158	0.0	0.105	0.777	163.948	65	189467	4
3031	2017	Lewis Capaldi	Bloom - EP	0.571	0.259	4	-9.353	1	0.0773	0.961	0.0	0.153	0.378	110.913	67	218492	4
3032	2015	Jeremih	Late Nights: The Album	0.802	0.412	5	-5.963	0	0.0478	0.124	0.0	0.103	0.394	89.546	73	245520	4
3033	2014	Glass Animals	ZABA	0.487	0.369	11	-13.424	0	0.0406	0.736	3.75e-05	0.0925	0.106	183.114	70	289307	4
3034	2017	Sam Smith	The Thrill Of It All (Special Edition)	0.661	0.373	5	-8.249	1	0.0505	0.615	0.0	0.177	0.523	91.5	78	201000	4
3035	2015	Lil Dicky	Professional Rapper	0.831	0.514	7	-6.695	1	0.0368	0.203	0.000156	0.115	0.397	114.94	71	244340	4
3036	2014	Coldplay	Ghost Stories	0.738	0.483	6	-8.915	0	0.0403	0.0262	0.616	0.106	0.355	93.458	73	285014	4
3037	2016	Steve Aoki	Just Hold On	0.647	0.932	11	-3.515	1	0.0824	0.00383	1.5e-06	0.0574	0.374	114.991	72	198774	4
3038	2016	Donovan Woods	Portland, Maine	0.608	0.342	4	-14.166	1	0.0316	0.782	0.243	0.109	0.172	80.109	68	203893	4
3039	2016	FRENSHIP	Truce - EP	0.683	0.708	5	-6.244	0	0.0305	0.0398	0.155	0.686	0.355	92.991	75	237707	4
3040	2015	Shawn Mendes	Handwritten	0.667	0.614	10	-4.995	1	0.0314	0.0663	0.0	0.111	0.161	113.979	64	214533	4
3041	2017	Lil Baby	Harder Than Hard	0.839	0.541	0	-10.581	1	0.316	0.019	0.0	0.0971	0.372	129.974	63	238347	4
3042	2013	Luke Bryan	Crash My Party	0.66	0.754	4	-2.84	0	0.051	0.0626	0.0	0.1	0.899	110.02	67	190187	4
3043	2017	Eminem	Revival	0.884	0.492	1	-5.343	0	0.112	0.16	0.0	0.359	0.11	130.072	70	315347	4
3044	2016	dvsn	SEPT 5TH	0.771	0.466	0	-8.651	1	0.0308	0.0314	0.000761	0.31	0.245	110.011	66	419500	4
3045	2017	Trippie Redd	A Love Letter To You 2	0.705	0.824	2	-4.188	1	0.19	0.334	2.8e-05	0.147	0.669	73.001	70	245229	4
3046	2013	Eminem	The Marshall Mathers LP2 (Deluxe)	0.708	0.843	7	-2.66	1	0.314	0.397	0.0	0.799	0.625	148.14	78	363521	4
3047	2017	Various Artists	Too Hotty	0.884	0.406	1	-7.202	1	0.2	0.179	0.0	0.106	0.163	130.027	66	297377	4
3048	2017	Sam Smith	The Thrill Of It All (Special Edition)	0.661	0.373	5	-8.249	1	0.0505	0.615	0.0	0.177	0.523	91.5	78	201000	4
3049	2013	Kanye West	Yeezus	0.775	0.823	1	-6.091	1	0.271	0.000954	0.0	0.144	0.273	130.041	75	188013	4
3050	2015	Big Sean	Dark Sky Paradise	0.741	0.345	1	-11.31	1	0.0754	0.288	0.0	0.117	0.277	120.015	65	319973	4
3051	2017	Jhene Aiko	Trip	0.454	0.791	2	-6.013	1	0.335	0.107	2.1e-06	0.108	0.791	127.638	71	236160	4
3052	2015	Rihanna	Bitch Better Have My Money	0.778	0.741	10	-4.97	0	0.0484	0.0538	2.04e-06	0.29	0.364	102.95	76	219306	4
3053	2016	Panic! At The Disco	Death Of A Bachelor	0.49	0.848	9	-5.05	1	0.0645	0.00043	8.49e-06	0.0665	0.698	175.998	71	196520	4
3054	2017	Mother Nature Sound FX	Thunderstorms	0.157	0.523	5	-28.309	0	0.0666	0.0027	0.764	0.0936	0.0384	89.925	68	175314	3
3055	2016	Rae Sremmurd	SremmLife 2 (Deluxe)	0.681	0.314	8	-9.319	1	0.0581	0.2	9.82e-06	0.1	0.166	139.992	76	208120	4
3056	2017	A R I Z O N A	GALLERY	0.617	0.642	8	-8.624	1	0.0334	0.13	0.157	0.0929	0.221	105.885	66	194013	4
3057	2016	Kevin Gates	Islah (Deluxe)	0.823	0.617	7	-8.21	1	0.248	0.0465	0.0	0.11	0.304	110.007	65	208440	4
3058	2017	Lil Uzi Vert	The Way Life Goes (feat. Nicki Minaj & Oh Wonder) [Remix]	0.749	0.671	6	-5.151	1	0.0599	0.68	0.0	0.167	0.756	81.994	66	268864	4
3059	2017	Lil Uzi Vert	Luv Is Rage 2	0.732	0.75	11	-6.366	0	0.231	0.00264	0.0	0.109	0.401	155.096	86	182707	4
3060	2017	LANY	LANY	0.575	0.46	1	-6.839	1	0.182	0.0988	0.0	0.227	0.462	95.952	72	203650	4
3061	2016	Rihanna	ANTI	0.671	0.314	5	-8.091	0	0.244	0.11	0.0	0.0825	0.296	110.898	72	191600	4
3062	2015	Fetty Wap	679 (feat. Remy Boyz)	0.618	0.717	7	-5.738	1	0.318	0.00256	0.0	0.625	0.603	190.05	74	196693	4
3063	2017	Farruko	Diabla (Official Remix)	0.684	0.725	7	-4.343	1	0.0863	0.448	0.0	0.194	0.575	137.945	70	331413	4
3064	2017	David Guetta	2U	0.542	0.654	8	-5.862	0	0.0537	0.23	0.0	0.241	0.563	144.971	68	194907	4
3065	2016	TWENTY88	TWENTY88	0.584	0.687	1	-7.176	0	0.321	0.0808	0.0	0.2	0.324	129.902	64	203227	4
3066	2016	Various Artists	Moana (Original Motion Picture Soundtrack/Deluxe Edition)	0.317	0.562	9	-9.609	1	0.395	0.124	0.000144	0.0667	0.132	181.1	70	175507	4
3067	2017	Mother Nature Sound FX	Thunderstorms	0.157	0.523	5	-28.309	0	0.0666	0.0027	0.764	0.0936	0.0384	89.925	68	175314	3
3068	2017	Lil Peep	Come Over When You're Sober, Pt. 1	0.534	0.583	2	-8.672	1	0.0288	0.0262	0.0	0.421	0.145	105.997	82	231547	4
